0 61544 46158 15386 7693
1 51392 36244 13800 29345
2 51297 36499 13830 29155
3 51092 36245 13872 29572
4 51234 36668 13582 29297
5 51266 36463 13588 29464
6 51501 36251 13704 29325
7 51442 36372 13754 29213
8 51253 36284 13770 29474
9 51388 36476 13595 29322
10 51238 36185 13961 29397
11 51365 36315 13717 29384
12 51471 36469 13757 29084
13 51596 36339 13608 29238
14 51302 36460 13840 29179
15 51149 36573 14020 29039
16 51112 36570 13888 29211
17 51331 36307 13919 29224
18 51460 36224 13783 29314
19 51276 36292 13809 29404
20 51534 36242 13836 29169
21 51269 36554 13829 29129
22 51303 36487 13872 29119
23 51271 36545 13804 29161
24 51329 36132 13945 29375
25 51645 36149 13847 29140
26 51592 36135 13718 29336
27 51575 36382 13617 29207
28 51321 36307 13848 29305
29 51380 36218 13723 29460
30 51399 36096 13913 29373
31 51463 36285 13869 29164
32 51454 36272 13838 29217
33 51519 36079 13910 29273
34 51493 35850 13995 29443
35 51320 36068 13754 29639
36 51537 36507 13585 29152
37 51454 36343 13669 29315
38 51304 36369 13599 29509
39 51279 36223 13677 29602
40 51062 36345 13835 29539
41 51203 36264 13806 29508
42 51488 36225 13697 29371
43 51147 36444 14022 29168
44 51162 36381 14131 29107
45 51049 36770 13959 29003
46 50979 36679 13942 29181
47 50890 36704 14119 29068
48 50763 36657 14111 29250
49 50676 37127 14179 28799
50 50545 36983 14049 29204
51 51017 36766 13980 29018
52 50911 36683 13987 29200
53 50754 36602 14093 29332
54 50936 36227 14095 29523
55 51044 36575 14068 29094
56 50982 36609 13925 29265
57 51081 36647 14039 29014
58 51274 36442 14201 28864
59 51186 36415 14092 29088
60 51429 36389 13957 29006
61 51609 36089 14177 28906
62 51702 36051 14079 28949
63 51709 36193 13961 28918
64 51560 36110 14112 28999
65 51719 35945 14097 29020
66 51891 35925 13966 28999
67 51891 35803 13992 29095
68 51700 35837 14047 29197
69 51993 35689 13820 29279
70 51997 35485 13974 29325
71 51846 35636 14055 29244
72 52219 35519 13996 29047
73 52167 35403 14192 29019
74 52228 35607 14213 28733
75 51867 35783 14423 28708
76 51931 36176 14314 28360
77 52030 35712 14527 28512
78 51819 35984 14482 28496
79 51658 36008 14543 28572
80 51681 35904 14514 28682
81 51743 36004 14363 28671
82 51588 36041 14486 28666
83 51640 36055 14349 28737
84 51678 36112 14446 28545
85 52074 35911 14211 28585
86 51626 36064 14309 28782
87 51819 35893 14485 28584
88 52070 35782 14477 28452
89 52054 35593 14547 28587
90 52418 35770 14328 28265
91 52181 35418 14723 28459
92 52454 35488 14734 28105
93 52139 35738 14768 28136
94 52037 35683 14879 28182
95 52075 35646 14675 28385
96 52039 35695 14618 28429
97 52039 35581 14534 28627
98 52175 35790 14461 28355
99 52112 35805 14612 28252
100 51825 35702 14819 28435
101 52178 35759 14632 28212
102 52042 35836 14520 28383
103 52168 35778 14247 28588
104 52091 35778 14392 28520
105 52000 35925 14512 28344
106 51720 35547 14718 28796
107 51719 36153 14661 28248
108 51788 36035 14526 28432
109 51938 35994 14544 28305
110 51979 35693 14705 28404
111 51931 35568 14652 28630
112 51933 35614 14724 28510
113 52081 35663 14789 28248
114 52108 35564 14582 28527
115 52170 35687 14528 28396
116 52416 35706 14437 28222
117 52484 35402 14507 28388
118 52438 35468 14438 28437
119 52163 35718 14529 28371
120 52383 35551 14478 28369
121 52304 35356 14631 28490
122 52225 35723 14551 28282
123 52148 35606 14732 28295
